,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
124,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,257223841.9098559,29499898.418325532,297900000.0,0.0,0.1543746238316449
125,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,4,0,0,2,0,0,74422132.24218173,66071822.46042924,382500000.0,1498.5996278021717,0.01813926267683256
126,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,3,0,0,5,0,0,2,0,0,2,0,0,22085906.069643375,111551406.88088606,411600000.0,927.9567323877287,0.0018097715145039888
127,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,0,3,0,0,7,0,0,23708124.400725946,129288017.93545675,230600000.0,484.9986641039171,0.005613787224092183
128,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,86396573.59119284,68233903.79611158,394500000.0,0.0,0.058564917957669674
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,4,0,0,2,0,0,3,0,0,33452879.67776142,154221191.0216846,0.0,1129.0642478309119,0.0038007190648433687
130,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,5,0,0,2,0,0,3,0,0,27687722.95336543,114324702.95561081,169200000.0,976.9447655478508,0.0026187833453269298
131,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,246852313.25008076,53789909.410102464,176700000.0,0.0,0.1483276215123503
132,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,3,1,0,0,255864296.05896854,94404481.67124836,115300000.0,0.0,0.16639115231682045
133,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,315616548.76161575,29499898.418325532,236500000.0,0.0,0.2004876470893802
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,5,0,0,9,0,0,4,0,1,5,0,0,4435249.541954542,195912580.28795743,0.0,100.62663886582641,0.0009600597792641132
135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,414541879.8551079,54537112.50449926,84600000.0,0.0,0.2625604573030212
136,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,2,0,0,5,0,0,27200090.759881064,151286495.5844941,61400000.0,0.0,0.016776614229056873
137,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,3,0,0,7,0,0,5,0,1,7,0,0,2989939.616017664,187095158.28209126,92100000.0,58.834271805145335,0.0007758888523250937
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,2,0,0,1,0,0,265045774.53948653,141704319.0424448,0.0,0.0,0.18030412550480626
139,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,5,0,1,4,0,0,86396573.59119284,78326373.88065621,345900000.0,3585.8939530973357,0.007027790154920361
140,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,1,0,3,0,1,5,0,0,4695889.213823297,178069786.86604053,169200000.0,0.0,0.002005001192786219
141,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,204859735.54438508,50093683.85251339,176700000.0,5478.362634242897,0.016666459774314968
142,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,0,3,0,0,4,0,0,1,0,0,2,0,0,25358126.99483246,108145109.38272804,515700000.0,1074.0630567635246,0.00154700225825737
143,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,2,0,0,6,0,0,88336493.77054945,76404149.73385473,345900000.0,2970.2534551817234,0.008892692593687683
144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,2,0,0,1,0,0,233797120.26803845,97017795.799766,84600000.0,6766.950434169609,0.01753136355249437
145,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,2,3,0,1,0,0,229120901.88430485,98303226.49528907,115300000.0,9273.135048841728,0.01847464344634955
146,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,433249329.34251034,44587283.45662385,146000000.0,15911.976107384093,0.04664219673121813
147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,5,0,0,2,0,0,5,0,0,18103745.93157372,188414109.1157502,0.0,0.0,0.013172668052406002
148,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,4,0,0,5,0,1,0,0,0,95845249.49459016,92791956.88655923,327000000.0,527.7955290292798,0.01708362766490318
149,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,6,0,0,5,0,0,18863517.724253505,114249367.70937416,363800000.0,371.6394390389164,0.004875743826844381
150,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,217559971.53703716,35266804.137615845,267200000.0,0.0,0.12876186465335715
151,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,5,0,0,3,0,0,46849241.36864527,99964707.30771917,485000000.0,1514.2654314278936,0.005424211286310555
152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,5,0,0,2,0,0,170217245.35771322,143381661.71141142,0.0,0.0,0.14257787892496052
153,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,0,126402653.57074341,62509365.31473462,351800000.0,0.0,0.08541482121850125
154,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,4,0,0,1,0,0,4,0,0,39870093.18935092,108919712.08066759,351800000.0,941.4786497142456,0.0074838014614103865
155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,2,0,0,301933901.8057958,92226731.46172574,84600000.0,10681.44481838366,0.020112105909414646
156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,264200682.66801578,92782234.45626332,84600000.0,0.0,0.18726804777666795
157,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,126402653.57074341,56567326.75705689,351800000.0,5255.72732189148,0.010249778546220147
158,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,2,0,0,5,0,0,60274452.91647132,146713201.86476037,61400000.0,0.0,0.041302474438130926
159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,2,0,0,1,0,0,222024951.1964963,98858832.41143318,30700000.0,9217.746789876437,0.018054581425397575
160,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,132604807.18784797,56900227.64714253,230600000.0,5530.118378594021,0.010807409529790831
161,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,359307136.06721145,36130477.35013072,169200000.0,15169.264937783708,0.02915351615972823
162,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,5,0,0,2,0,0,229120901.88430485,97745282.29037808,115300000.0,0.0,0.1539553620529129
163,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,4,0,0,5,0,0,2,1,0,3,0,0,88732475.31149086,126600732.07811531,146000000.0,808.2439337540254,0.005053225401797831
164,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,2,0,0,5,0,0,92991715.79158342,118254835.16522282,146000000.0,0.0,0.0447117236612992
165,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,309351084.408296,57922959.712272525,115300000.0,8024.613141301037,0.028689409926695327
166,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,0,140669391.10550207,58097062.72868286,261300000.0,0.0,0.07725204785891802
167,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,7,0,0,86396573.59119284,81665664.77370054,261300000.0,0.0,0.058564917957669674
168,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,2,0,0,4,0,0,5,0,0,5,0,0,18863517.724253505,159258748.3947295,61400000.0,371.6394390389164,0.004875743826844381
169,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,0,0,2,0,0,150554611.16553682,110540126.97103053,115300000.0,0.0,0.06635730042743919
170,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,4,0,0,5,0,0,91051795.61222681,120617950.3078661,146000000.0,894.1634757000887,0.00527904291932612
171,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,2,0,0,3,0,0,108979917.02868642,114324702.95561081,84600000.0,1646.8303955394185,0.006751260873098359
172,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,5,0,0,5,0,3,3,0,0,86396573.59119284,122510045.96266931,92100000.0,2886.3729736105447,0.008784737693650454
173,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,6,0,0,2,0,0,2,0,0,42457291.81663291,109127523.57738642,290400000.0,1388.8720057872245,0.0045704448444028765
174,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,3,0,0,0,0,0,4,0,0,2,0,0,2,0,0,126402653.57074341,103605195.38385974,182600000.0,5255.72732189148,0.010249778546220147
175,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,0,1,0,0,117996072.43783835,105604093.50124653,169200000.0,0.0,0.06652372133845966
176,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,5,0,0,2,0,5,0,0,0,130474291.84775655,90260137.9118001,182600000.0,4391.845739760611,0.013215830649108981
177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,2,3,0,3,0,0,107686636.90911534,123365701.59968105,84600000.0,0.0,0.05578070772009864
178,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,2,0,0,4,0,0,2,0,0,5,0,0,34296041.44768961,145925452.36778244,146000000.0,1010.2377742341489,0.003041569660548502
179,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,4,0,0,2,0,0,3,0,0,41359212.512323625,102332107.75597227,351800000.0,1363.447735360142,0.004340099384693734
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,1,0,0,101102040.70192865,143969816.43425906,0.0,0.0,0.04401058712172832
181,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,5,0,0,5,0,0,91051795.61222681,121991526.6319555,146000000.0,433.5338064000429,0.01583712875797836
182,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,0,4,0,0,3,0,0,1,0,0,132604807.18784797,102185506.9794645,61400000.0,4451.326346406171,0.013509261912238543
183,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,1,0,0,2,0,0,40357725.382835284,108145109.38272804,290400000.0,1955.8263067388864,0.0025764334559115138
184,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,6,0,0,2,0,0,3,0,0,27687722.95336543,116925103.54371348,169200000.0,588.4655528947054,0.006285080028784629
185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,2,0,0,5,0,0,108979917.02868642,120649852.75352532,84600000.0,0.0,0.05626050727581966
186,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,5,0,0,18765991.285556633,112146531.65976173,485000000.0,0.0,0.013407344571054311
187,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,6,0,0,2,0,0,3,0,0,97765160.78700104,116925103.54371348,115300000.0,959.6402540288207,0.007221935804677059
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,4,0,0,4,0,0,2,0,0,280541600.9820435,139177130.06099287,0.0,7241.440322044689,0.021086609457910323
189,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,2,0,0,5,0,0,129827343.44805825,108468079.91299632,61400000.0,0.0,0.08761886353003494
190,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0,5,0,0,6,4,0,6,0,0,0.0,146877801.41645432,230600000.0,0.0,0.0
191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1421702164.0431266,7332080.219521779,340700000.0,0.0,1.5520316489404704
192,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3751677250.9612284,16373078.863592021,30700000.0,36557.048844308505,0.21975911811143828
193,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,446405710.7124541,57354573.83472725,61400000.0,23959.51310268208,0.03778927086055832
194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1548932544.7959282,62194799.51248746,30700000.0,0.0,0.7875198280424581
195,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,3,0,0,0,1,0,0,5,0,0,1,0,2,0,0,0,44188240.70275968,80946943.0662917,812000000.0,1868.2833315953067,0.0035293241544381146
196,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,516577397.9305133,28488618.508469995,115300000.0,16447.270297920237,0.04757238366317594
197,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,807405434.0661441,12586457.998778107,115300000.0,14713.329721832064,0.25766748713513987
198,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,166117901.80980057,21898586.41832094,485000000.0,6759.666433163898,0.01583612631906525
199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,6,0,0,2,0,0,5,0,0,30809739.099672385,165541758.99600428,30700000.0,1102.5823674529704,0.002780338288067226
200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0,366403086.75502,65346341.24213137,84600000.0,12254.692440565006,0.03696697272585027
201,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,168400936.7038455,12857587.774250694,436400000.0,5545.027471243036,0.01991221860155952
202,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,4,0,0,2959152.3535373285,118691967.3488581,721500000.0,0.0,0.002112191596716018
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,5,0,0,5,0,2,6,0,0,5889259.780463088,190515835.90958193,0.0,0.0,0.008181816931546614
204,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,225791357.0741288,38290267.756276876,290400000.0,7515.4927231056645,0.02313968537902058
205,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,5,0,0,3,0,0,46476329.98323036,99964707.30771917,606200000.0,1508.0654429763717,0.005334345846179605
206,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,2,0,0,5,0,0,92991715.79158342,116049488.07427776,146000000.0,803.6143398525002,0.00670675854919488
207,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,3,0,0,4,0,0,19351149.91773787,118471620.94751419,302400000.0,780.53293472102,0.0017070809110561788
208,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,3,0,0,0,3,0,0,3,0,0,5,0,0,3,0,0,2982242.8003975814,113461029.74309593,594200000.0,121.12428903824468,0.00025733796098275415
209,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,5,0,0,79490598.40598248,87421589.19127883,213300000.0,1587.5979233306564,0.020452075342664713
210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,3,0,0,1,0,0,315662547.30116713,133188979.4230093,0.0,8475.130146216145,0.02640692146483253
211,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,134544727.36720458,56567326.75705689,230600000.0,2731.795171675769,0.03268132034946184
212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,446633269.279011,29499898.418325532,84600000.0,7719.233884027137,0.10215138802706075
213,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,2,0,0,5,0,0,12214486.151110629,132217256.1211645,199900000.0,0.0,0.004990851120859388
214,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,2,0,0,4,0,0,27687722.95336543,117350293.47042792,169200000.0,0.0,0.01745855563551286
215,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,59519986.82323115,38290267.756276876,503700000.0,1197.8464832728741,0.014525087104089361
216,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,0,0,4,0,0,1,0,0,1,0,0,27956308.294819802,105604093.50124653,532800000.0,614.7068203009338,0.0060972861390912805
217,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,2,0,0,0,1,0,0,4,0,0,2,0,0,5,0,0,18424648.750117585,108657257.55388677,636900000.0,606.8182281364685,0.0019394978379802693
218,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,1,1,0,0,126402653.57074341,63327481.842450604,351800000.0,4230.462332961892,0.01281222318277519
219,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,3,0,0,173845408.71198195,70847140.88960192,176700000.0,0.0,0.09928246108342428
220,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,4,0,0,23543053.929104276,116076603.3592117,454300000.0,0.0,0.015591726508585174
221,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,366403086.75502,66430360.85599015,84600000.0,15224.653196748997,0.029573578180680207
222,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,173942947.62794656,68800886.86659013,146000000.0,6767.59537824898,0.016600695623355057
223,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,0,2,0,0,5,0,0,2,0,0,3,0,0,56473081.8556559,151591924.7183848,92100000.0,2582.8028724616706,0.00431529544552256
224,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,3,0,0,8,0,0,88085835.25170533,136679062.5363172,146000000.0,622.6149755472222,0.0062805467855682135
225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,446633269.279011,31863013.5609688,84600000.0,15920.919885805968,0.03405046267568692
226,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,376987986.4118482,28488618.508469995,339000000.0,0.0,0.22551263572024205
227,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,5,0,0,0,128629808.11768088,41965833.84669805,442300000.0,4287.329603712336,0.013146200352814445
228,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,2,0,0,1,0,0,309351084.408296,61167691.43630445,115300000.0,4833.649327466036,0.06885458382406878
229,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,5,1,1,1,0,0,74422132.24218173,75513729.52656841,382500000.0,2487.9095383434487,0.007558026115346903
230,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,3,0,0,2,0,0,3,0,0,106211022.1204064,100126760.6650272,297900000.0,1222.4996426686912,0.008157226132689445
231,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,5,0,0,3,0,0,66615937.5110397,100518578.36510283,419100000.0,1224.701396710591,0.01578527316694529
232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,1,0,0,2,0,0,3,0,0,128056946.82340086,138519521.4953628,30700000.0,4035.5129725891447,0.01668405210559714
233,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,290418458.15907025,94810849.89556003,115300000.0,6359.1886384375175,0.062445971757841265
234,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,3,0,0,2,0,0,1,0,0,362752869.2208039,93822529.99415897,30700000.0,8673.374536018679,0.033715809491273036
235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,5,0,0,5,0,1,6,0,0,12985210.468271632,179722951.32038683,84600000.0,245.04909308516227,0.0014018800527375696
236,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,3,0,0,6,0,0,4,0,0,42127868.02534011,150235225.91593647,115300000.0,1381.2447246590996,0.004501341206490131
237,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,2,0,3,0,0,0,217559971.53703716,47771876.58230363,267200000.0,4990.20119970473,0.019314279698003575
238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,3,0,0,5,0,0,2,0,1,4,0,0,28030881.421129867,166401954.21019793,30700000.0,594.135284550987,0.006284866126155976
239,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,7,0,0,5,0,0,2,0,0,72902163.0689734,143808586.4381582,146000000.0,2258.6480854882543,0.007373250949342401
240,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,359307136.06721145,32651440.14796943,169200000.0,7354.795121349676,0.08746054847918469
241,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,223050000.3933588,27631367.846842468,267200000.0,3096.7078525123657,0.04895613983908895
242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,5,0,2,5,0,0,19107333.82099569,172956418.41021073,30700000.0,0.0,0.013884703555573499
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,5,0,0,1,0,3,2,0,0,166865746.365596,151976322.8847555,0.0,5915.047714417539,0.01572095480479576
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,3,0,0,5,0,0,25116306.64213386,161667668.2966854,0.0,0.0,0.022105245722244413
245,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,306703947.8968392,31530112.67088316,236500000.0,7956.8985917479695,0.028295560332869996
246,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,394672839.3320753,31530112.67088316,199900000.0,8592.539734336357,0.09522828259890748
247,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,309351084.408296,59108342.638538405,115300000.0,0.0,0.1912627328446355
248,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,4,0,0,125293985.36451685,109972511.44422594,146000000.0,0.0,0.0887688915994864
